price,bedrooms,bathrooms,sqft_living,floors,view,sqft_above,sqft_basement,street,city,statezip
307000.0,3.0,1.5,2320,1.0,0,2320,0,26905 NE Cherry St,Duvall,WA 98019
219900.0,3.0,1.0,910,1.0,0,910,0,303 SW 108th St,Seattle,WA 98146
270000.0,2.0,1.5,840,2.0,0,840,0,9122 23rd Ave NE,Seattle,WA 98115
432000.0,3.0,2.25,1470,2.0,0,1090,380,7202 California Ave SW,Seattle,WA 98136
300000.0,6.0,2.0,2040,1.0,0,2040,0,555 Index Ave NE,Renton,WA 98056
249950.0,2.0,1.0,940,1.0,0,940,0,628 SW 136th St,Burien,WA 98166
320000.0,3.0,2.0,1110,1.0,0,1110,0,17040 426th Ave SE,North Bend,WA 98045
305000.0,4.0,1.75,2200,1.5,0,1400,800,12036 23rd Ave S,Seattle,WA 98168
235750.0,2.0,1.0,740,1.0,0,740,0,11050 24th Pl SW,Seattle,WA 98146
657000.0,4.0,1.75,2740,1.0,2,1370,1370,5524 S Morgan St,Seattle,WA 98118
385000.0,3.0,1.0,1250,1.0,0,1250,0,16204 SE 8th St,Bellevue,WA 98008
389950.0,4.0,2.5,3140,2.0,0,3140,0,32800 7th Ave SW,Federal Way,WA 98023
150000.0,2.0,1.0,820,1.0,0,820,0,10218 Aqua Way S,Seattle,WA 98168
254500.0,4.0,2.75,2570,2.0,0,1720,850,1621 56th Ct SE,Auburn,WA 98092
555000.0,4.0,2.25,2350,1.0,0,1430,920,15800 SE 50th St,Bellevue,WA 98006
245000.0,4.0,2.0,1580,1.0,0,1040,540,2306 S 284th Pl,Federal Way,WA 98003
319950.0,2.0,1.0,1070,1.0,2,1070,0,7057 S Lakeridge Dr,Seattle,WA 98178
337000.0,3.0,1.0,1070,1.0,0,1070,0,12551 Roosevelt Way NE,Seattle,WA 98125
492000.0,4.0,2.0,1640,2.0,0,1640,0,639 NW 52nd St,Seattle,WA 98107
348580.0,3.0,1.0,1220,1.0,0,1220,0,14405 105th Ave NE,Kirkland,WA 98034
180000.0,2.0,1.0,1400,1.0,0,900,500,309 Hardie Ave NW,Renton,WA 98057
400000.0,3.0,1.0,1040,1.0,0,1040,0,5440 42nd Ave SW,Seattle,WA 98136
295000.0,4.0,2.0,980,1.0,0,980,0,17026 426th Ave SE,North Bend,WA 98045
910000.0,4.0,3.25,3340,1.5,0,2240,1100,15243 NE 71st Ct,Redmond,WA 98052
431500.0,3.0,3.5,1900,2.0,0,1430,470,6527 41st Ave SW,Seattle,WA 98136
180000.0,4.0,1.5,1740,1.0,0,1020,720,13904 24th Ave S,SeaTac,WA 98168
677000.0,3.0,2.0,2000,1.0,0,1100,900,1330 N Lucas Pl,Seattle,WA 98103
1180500.0,3.0,1.75,1610,1.0,0,1090,520,1015 36th Ave E,Seattle,WA 98112
635700.0,4.0,2.5,3240,1.0,0,1860,1380,2069 211th Ave NE,Sammamish,WA 98074
482000.0,5.0,2.25,2230,1.0,0,1320,910,16218 195th Pl NE,Woodinville,WA 98077
168000.0,2.0,2.5,1160,2.0,0,1160,0,8601-8633 26th Ave SW,Seattle,WA 98106
805000.0,4.0,2.75,2410,1.0,0,1410,1000,3210 NW 58th St,Seattle,WA 98107
398000.0,2.0,1.0,590,1.5,0,590,0,29613-29615 232nd Ave SE,Black Diamond,WA 98010
665000.0,4.0,2.5,2600,2.0,0,2600,0,14623 SE 82nd Ct,Newcastle,WA 98059
592500.0,4.0,3.0,2170,1.0,0,1370,800,18504 NE 21st St,Redmond,WA 98052
940000.0,4.0,2.75,2080,1.5,0,2080,0,6042 Sycamore Ave NW,Seattle,WA 98107
655000.0,4.0,2.5,2860,2.0,0,2860,0,2853 234th Ave SE,Sammamish,WA 98075
622500.0,4.0,2.5,2980,2.0,0,2980,0,34823 Rhododendron Dr SE,Snoqualmie,WA 98065
380000.0,2.0,2.5,1230,2.0,0,1060,170,2031 S Washington St,Seattle,WA 98144
648360.0,4.0,1.75,2260,1.0,1,1130,1130,137 18th Ave,Kirkland,WA 98033
432000.0,3.0,2.75,2200,1.0,0,1100,1100,21013 NE 60th Pl,Redmond,WA 98053
1050000.0,4.0,2.5,3030,1.5,0,3030,0,3255 111th Ave SE,Bellevue,WA 98004
353250.0,2.0,1.0,1060,2.0,0,1060,0,1523 30th Ave S,Seattle,WA 98144
1000000.0,4.0,3.0,4260,2.0,0,4260,0,2432 267th Ct SE,Sammamish,WA 98075
320000.0,3.0,2.25,998,2.0,0,798,200,820 NW 95th St,Seattle,WA 98117
349900.0,4.0,2.5,2052,2.0,0,2052,0,35650 30th Ave S,Federal Way,WA 98003
330000.0,4.0,3.5,3150,2.0,0,3150,0,22547 134th Pl SE,Kent,WA 98042
408000.0,3.0,2.25,1950,1.0,0,1950,0,3742 S 192nd St,SeaTac,WA 98188
321000.0,3.0,2.25,1347,3.0,0,1347,0,14007-14017 35th Ave NE,Seattle,WA 98125
1051000.0,4.0,3.75,3860,2.5,0,3860,0,2603 NE Davis Loop,Issaquah,WA 98029
359000.0,3.0,1.5,1360,3.0,0,1360,0,709 N 94th St,Seattle,WA 98103
300000.0,5.0,2.5,2760,2.0,0,2760,0,843 S Rose St,Seattle,WA 98108
380000.0,5.0,3.5,2420,2.0,0,2420,0,8803 38th Ave S,Seattle,WA 98118
660000.0,3.0,2.5,2450,2.0,0,2450,0,10741 242nd Pl NE,Redmond,WA 98053
355000.0,3.0,2.25,1280,3.0,0,1280,0,8526 Nesbit Ave N,Seattle,WA 98103
259000.0,3.0,2.5,1550,2.0,0,1550,0,1506 51st St NE,Auburn,WA 98002
353000.0,1.0,1.0,550,2.0,0,550,0,1620 14th Ave,Seattle,WA 98122
430000.0,2.0,2.5,1520,2.0,0,1240,280,2310 15th Ave S,Seattle,WA 98144
460000.0,3.0,1.0,1670,1.5,0,1170,500,8030 18th Ave NW,Seattle,WA 98117
80000.0,1.0,0.75,430,1.0,0,430,0,32215 E Rutherford St,Carnation,WA 98014
782000.0,4.0,2.5,2380,2.0,0,2380,0,16810 SE 47th Way,Bellevue,WA 98006
218000.0,3.0,1.0,960,1.0,0,960,0,506 Harmony Ln,Enumclaw,WA 98022
325000.0,3.0,1.0,1920,1.0,2,1120,800,4602 S Fletcher St,Seattle,WA 98118
902000.0,4.0,2.25,2530,1.0,0,1570,960,4632 141st Ct SE,Bellevue,WA 98006
556000.0,5.0,2.5,3840,2.0,0,3840,0,739 SW 337th St,Federal Way,WA 98023
662990.0,3.0,1.75,1240,1.5,0,1240,0,2552 57th Ave SW,Seattle,WA 98116
225000.0,2.0,1.0,1300,1.5,0,1300,0,33023 SE 310th St,Ravensdale,WA 98051
439950.0,4.0,2.5,2380,2.0,0,2380,0,313 Mt Baker Pl NE,Renton,WA 98059
175000.0,2.0,1.0,1300,1.0,0,1300,0,30557 55th Ave S,Auburn,WA 98001
306000.0,2.0,1.0,780,1.0,0,780,0,15210 Mink Rd NE,Woodinville,WA 98077
235000.0,4.0,2.5,1810,1.0,0,1230,580,17421 SE Covington Sawyer Rd,Kent,WA 98042
399500.0,3.0,1.75,2420,2.0,0,2420,0,227 W Park St,North Bend,WA 98045
478000.0,3.0,1.0,1280,1.5,0,1280,0,6008 8th Ave NE,Seattle,WA 98115
515000.0,2.0,1.0,1680,1.0,0,1140,540,5906 44th Ave SW,Seattle,WA 98136
550000.0,3.0,2.5,2510,2.0,0,2510,0,919 N 33rd St,Renton,WA 98056
149000.0,3.0,1.0,1700,1.0,0,1700,0,12701 2nd Ave SW,Seattle,WA 98146
526000.0,3.0,1.75,1680,1.0,0,960,720,7717 35th Ave NE,Seattle,WA 98115
527550.0,1.0,0.75,820,1.0,0,820,0,7608 N Fork Rd SE,Snoqualmie,WA 98065
1050000.0,3.0,4.0,4380,2.0,0,4380,0,17301 NE 131st St,Redmond,WA 98052
625000.0,3.0,2.5,2600,1.0,0,2600,0,22922 NE 14th St,Sammamish,WA 98074
950000.0,5.0,3.25,3400,2.0,0,3400,0,15251 NE 6th St,Bellevue,WA 98007
377691.0,5.0,1.75,2120,1.0,0,1320,800,18318 Meridian Ave N,Shoreline,WA 98133
648475.0,4.0,2.75,2250,1.0,0,1200,1050,2436 Dexter Ave N,Seattle,WA 98109
383000.0,3.0,1.0,1800,1.0,0,1200,600,8639 36th Ave SW,Seattle,WA 98126
535000.0,3.0,2.5,2210,2.0,0,2210,0,10526 157th Ave NE,Redmond,WA 98052
449950.0,3.0,2.0,1560,2.0,0,1560,0,828 NE 83rd St,Seattle,WA 98115
465425.0,4.0,2.75,2430,1.0,0,2430,0,14951 NE 204th St,Woodinville,WA 98072
675000.0,4.0,2.5,2560,2.0,0,2560,0,26007 SE 27th St,Sammamish,WA 98075
599000.0,3.0,2.75,1960,1.5,0,1410,550,427 N 63rd St,Seattle,WA 98103
416000.0,3.0,1.5,1110,1.0,0,1110,0,14222 NE 80th Pl,Redmond,WA 98052
595000.0,2.0,1.5,1030,1.0,0,830,200,2726 Mayfair Ave N,Seattle,WA 98109
200000.0,4.0,1.0,1350,1.0,0,1350,0,19516-19598 108th Ave SE,Renton,WA 98055
402000.0,3.0,2.0,1540,2.0,0,1540,0,2460 NE Park Dr,Issaquah,WA 98029
433000.0,4.0,1.75,1830,1.0,0,1010,820,16130 SE Newport Way,Bellevue,WA 98006
275000.0,4.0,1.5,1930,2.0,0,1930,0,28616 28th Pl S,Federal Way,WA 98003
410000.0,3.0,2.0,1650,1.5,0,1650,0,12721 83rd Ct NE,Kirkland,WA 98034
554820.0,4.0,2.0,3510,1.0,2,2210,1300,1962 SW 172nd St,Burien,WA 98166
735000.0,3.0,2.5,2390,2.0,0,2390,0,14500-14526 NE 61st St,Redmond,WA 98052
607000.0,3.0,1.0,1230,1.0,0,1230,0,3126 108th Ave SE,Bellevue,WA 98004
549900.0,4.0,3.0,2830,2.0,0,2830,0,34422 176th Ave SE,Auburn,WA 98092
258000.0,3.0,1.75,1620,1.0,0,1310,310,21659 SE 266th St,Maple Valley,WA 98038
661254.0,4.0,4.0,2290,1.5,0,1690,600,2319 41st Ave SW,Seattle,WA 98116
945000.0,4.0,2.0,2840,1.0,0,1420,1420,9723 NE 15th St,Clyde Hill,WA 98004
799950.0,4.0,3.5,4220,2.0,0,4220,0,5002 Jasmine Ave SE,Auburn,WA 98092
132500.0,3.0,1.0,1080,1.0,0,1080,0,4411 S 314th St,Auburn,WA 98001
467100.0,3.0,1.75,1620,1.0,0,1190,430,6605-6609 141st Pl NE,Redmond,WA 98052
641000.0,3.0,1.75,1620,1.0,0,940,680,6729 Dibble Ave NW,Seattle,WA 98117
350000.0,3.0,1.0,1010,1.0,0,1010,0,16220 8th Ave NE,Shoreline,WA 98155
335000.0,4.0,2.5,1750,1.0,0,1240,510,15216 SE 176th Pl,Renton,WA 98058
440000.0,4.0,2.5,2560,1.0,0,1280,1280,749 Mountain View Pl SW,Issaquah,WA 98027
464600.0,3.0,1.75,1120,1.5,0,1120,0,6617 Beveridge Pl SW,Seattle,WA 98136
300000.0,2.0,1.0,1340,1.0,2,1340,0,7111 S Ryan St,Seattle,WA 98178
670500.0,4.0,2.0,1590,1.0,0,1590,0,2333 12th Ave E,Seattle,WA 98102
552000.0,3.0,1.0,1430,1.0,0,1080,350,6008 29th Ave NE,Seattle,WA 98115
244000.0,4.0,1.0,1450,1.0,0,1450,0,1011 SW 118th St,Seattle,WA 98146
788600.0,4.0,2.75,3500,2.0,0,3500,0,8930-9034 236th Ave NE,Redmond,WA 98053
445000.0,3.0,2.0,1630,1.0,0,1630,0,1905 NE 29th Ct,Renton,WA 98056
530000.0,4.0,1.75,1814,1.0,0,944,870,7532 44th Ave NE,Seattle,WA 98115
90000.0,2.0,1.0,580,1.0,0,580,0,6621 S 131st Pl,Seattle,WA 98178
585000.0,3.0,2.0,1670,1.5,0,1670,0,7705 13th Ave NW,Seattle,WA 98117
498000.0,2.0,2.0,1140,1.0,0,1140,0,2086 Market St,Kirkland,WA 98033
379000.0,2.0,1.0,800,1.0,2,800,0,1709 NE 86th St,Seattle,WA 98115
462000.0,3.0,1.75,1300,1.0,0,820,480,825 NE 63rd St,Seattle,WA 98115
388000.0,4.0,2.5,2440,2.0,0,2440,0,16032 SE 170th Pl,Renton,WA 98058
255000.0,3.0,2.0,1490,1.5,0,1490,0,11405 SE 229th St,Kent,WA 98031
665000.0,3.0,2.75,1800,1.0,0,1320,480,12115 SE 44th Pl,Bellevue,WA 98006
550000.0,3.0,2.0,1830,1.0,0,1830,0,11815 SE 56th St,Bellevue,WA 98006
606000.0,3.0,1.0,1500,1.0,0,1000,500,128 NW 59th St,Seattle,WA 98107
334000.0,4.0,2.5,2210,1.0,2,1410,800,12413 84th Ave S,Seattle,WA 98178
360000.0,3.0,2.0,1270,3.0,0,1270,0,8830 Midvale Ave N,Seattle,WA 98103
235000.0,2.0,1.0,1140,1.5,0,1010,130,3002 SW Cycle Ct,Seattle,WA 98126
355000.0,3.0,2.0,1220,3.0,0,1220,0,9245a Interlake Ave N,Seattle,WA 98103
375000.0,2.0,2.5,750,2.0,0,750,0,1700 E Columbia St,Seattle,WA 98122
372000.0,4.0,1.75,1960,1.0,0,1340,620,16803 426th Pl SE,North Bend,WA 98045
479000.0,3.0,1.0,1370,1.5,0,1370,0,611 N 46th St,Seattle,WA 98103
501000.0,2.0,1.0,1010,1.0,0,1010,0,7550 Roosevelt Way NE,Seattle,WA 98115
245000.0,3.0,1.75,1260,1.0,0,1260,0,23221 SE 242nd St,Maple Valley,WA 98038
496700.0,3.0,2.5,1740,2.0,0,1740,0,3512 253rd Ct SE,Issaquah,WA 98029
347000.0,4.0,1.5,2670,2.0,0,2670,0,1121 48th Ct SE,Auburn,WA 98092
199000.0,2.0,1.0,720,1.0,0,720,0,3113 SE 6th St,Renton,WA 98058
440500.0,3.0,2.5,2460,2.0,0,2460,0,34214 SE Carmichael St,Snoqualmie,WA 98065
820000.0,4.0,2.5,3670,2.0,0,3670,0,19454 SE 27th Pl,Sammamish,WA 98075
195000.0,3.0,1.75,1570,1.0,0,1570,0,1168 Semanski St,Enumclaw,WA 98022
675000.0,3.0,3.0,2980,1.0,0,1820,1160,15017-15023 NE 144th St,Redmond,WA 98052
295000.0,3.0,2.5,1560,2.0,0,1560,0,23620 SE 243rd Pl,Maple Valley,WA 98038
355300.0,3.0,2.5,1620,1.0,0,1620,0,19584-19766 Meridian Ave N,Shoreline,WA 98133
276000.0,3.0,1.0,1140,1.0,0,1140,0,5403 23rd Ave SW,Seattle,WA 98106
460000.0,2.0,1.5,2730,1.0,0,1570,1160,19807 330th Ave NE,Duvall,WA 98019
880000.0,3.0,2.0,2130,1.0,0,2130,0,16704 162nd Ave NE,Woodinville,WA 98072
370000.0,3.0,2.5,1780,2.0,0,1780,0,1743 NE 146th St,Shoreline,WA 98155
346000.0,4.0,2.5,2100,2.0,0,2100,0,11674 SE 189th Pl,Renton,WA 98058
172500.0,3.0,1.0,1140,1.0,0,1140,0,4804 S 378th St,Auburn,WA 98001
379950.0,3.0,1.5,1690,1.0,0,1140,550,6601 NE 153rd Pl,Kenmore,WA 98028
468000.0,2.0,1.0,1160,1.0,0,860,300,3169 NE 85th St,Seattle,WA 98115
477000.0,4.0,2.75,1720,2.0,0,1720,0,5149 S Graham St,Seattle,WA 98118
529000.0,3.0,1.0,1210,1.5,0,1210,0,6015 5th Ave NW,Seattle,WA 98107
312000.0,3.0,1.5,1255,3.0,0,1255,0,11716 16th Ave NE,Seattle,WA 98125
326100.0,2.0,1.0,880,1.0,0,880,0,11709 3rd Ave NW,Seattle,WA 98177
360000.0,3.0,1.0,1050,1.5,0,1050,0,10710 Lake City Way NE,Seattle,WA 98125
438000.0,3.0,1.75,1650,1.0,0,1650,0,18504 57th Ave NE,Kenmore,WA 98028
360000.0,3.0,1.0,1570,1.0,0,1570,0,19141 1st Ave NW,Shoreline,WA 98177
585000.0,3.0,1.75,1850,1.0,0,1850,0,4640 193rd Ave SE,Issaquah,WA 98027
265000.0,3.0,2.5,1440,1.0,0,1000,440,11009 SE 220th Pl,Kent,WA 98031
375000.0,3.0,1.75,1440,1.0,0,1440,0,13607 128th Ave NE,Kirkland,WA 98034
326500.0,3.0,1.0,1810,2.0,0,1810,0,15717 126th Pl NE,Woodinville,WA 98072
160000.0,2.0,1.0,1180,1.0,0,1180,0,12662 60th Ave S,Seattle,WA 98178
1570000.0,4.0,3.75,3070,2.0,0,2400,670,1527 39th Ave E,Seattle,WA 98112
735000.0,5.0,2.75,3390,2.0,0,3390,0,Trossachs Blvd SE,Sammamish,WA 98075
400000.0,2.0,1.0,1470,1.0,0,1470,0,3825 NE 87th St,Seattle,WA 98115
800000.0,4.0,2.5,2680,1.0,0,1380,1300,11540 NE 91st St,Kirkland,WA 98033
949880.0,4.0,2.25,2290,2.0,0,2290,0,10413 SE 25th St,Bellevue,WA 98004
405000.0,3.0,1.75,1980,1.0,0,1310,670,2317 N 147th St,Shoreline,WA 98133
399000.0,4.0,2.5,2870,2.0,0,2540,330,16727 163rd Pl SE,Renton,WA 98058
730001.0,3.0,2.0,1840,1.0,0,1010,830,7741 29th Ave NW,Seattle,WA 98117
260000.0,3.0,2.0,1630,1.0,0,1630,0,311 Dereks Pl,Pacific,WA 98047
751750.0,2.0,2.0,1880,1.5,0,1880,0,516 16th Ave E,Seattle,WA 98112
325000.0,3.0,1.75,1780,1.0,0,1780,0,26222 142nd Ave SE,Kent,WA 98042
344950.0,4.0,2.0,2330,1.0,0,1400,930,440 Scenic Way,Kent,WA 98030
457500.0,3.0,1.75,1840,1.0,0,1050,790,1626 S Bennett St,Seattle,WA 98108
389000.0,5.0,2.0,2330,1.0,0,1190,1140,14323 73rd Ave NE,Kenmore,WA 98028
515000.0,4.0,2.5,3200,2.0,0,3200,0,5201 NE 11th Ct,Renton,WA 98059
415000.0,3.0,2.25,1950,1.0,0,1350,600,1531 NE 172nd St,Shoreline,WA 98155
535000.0,2.0,1.0,1040,1.0,0,1040,0,6559 42nd Ave NE,Seattle,WA 98115
540000.0,4.0,4.25,1960,2.0,0,1960,0,2113 41st Ave SW,Seattle,WA 98116
525000.0,5.0,3.0,2750,1.5,0,1750,1000,7550 14th Avenue Northeast,Seattle,WA 98115
570000.0,3.0,1.75,1930,1.0,0,1930,0,15816 NE 195th St,Woodinville,WA 98072
283200.0,4.0,2.5,1982,2.0,0,1982,0,26526 111th Pl SE,Kent,WA 98030
1100000.0,3.0,2.75,2640,1.5,0,1750,890,1532 McGilvra Blvd E,Seattle,WA 98112
830000.0,4.0,2.5,1850,1.0,0,1430,420,5022 Private Rd,Redmond,WA 98052
495000.0,4.0,2.25,1940,1.0,0,1430,510,1805 154th Ave SE,Bellevue,WA 98007
292050.0,5.0,3.0,2840,1.0,0,1710,1130,10719 47th Ave S,Tukwila,WA 98178
415000.0,5.0,1.5,1900,1.0,0,1130,770,8605 NE 137th St,Kirkland,WA 98034
295832.0,5.0,1.0,1410,1.0,0,960,450,20208 1st Pl S,Des Moines,WA 98198
450000.0,4.0,2.5,2520,2.0,0,2520,0,28312 NE 138th Pl,Duvall,WA 98019
1381000.0,4.0,3.75,3160,2.5,0,3160,0,4646 88th Ave SE,Mercer Island,WA 98040
857000.0,4.0,3.0,3720,2.0,0,3720,0,10161 134th Pl NE,Kirkland,WA 98033
499950.0,3.0,3.5,1820,2.0,0,1430,390,729 Martin Luther King Jr Way S,Seattle,WA 98144
465000.0,3.0,2.0,1560,1.0,0,1560,0,14216-14228 117th Ave NE,Kirkland,WA 98034
329000.0,3.0,1.0,1600,1.0,0,1150,450,8127 22nd Ave SW,Seattle,WA 98106
475000.0,3.0,2.0,1230,1.0,0,1230,0,15918 NE 113th Ct,Redmond,WA 98052
255000.0,3.0,1.0,960,1.0,0,960,0,20234 20th Ave NE,Shoreline,WA 98155
435000.0,3.0,1.0,1270,1.5,2,1270,0,3824 35th Ave SW,Seattle,WA 98126
685000.0,3.0,2.5,2810,2.0,0,2810,0,6231 Lake Washington Blvd SE,Bellevue,WA 98006
715000.0,2.0,2.5,2160,1.0,0,2160,0,23744 NE 116th Pl,Redmond,WA 98053
780000.0,3.0,3.0,2520,1.5,0,1560,960,1906 11th Ave W,Seattle,WA 98119
345000.0,2.0,1.5,1180,2.0,0,990,190,323 25th Ave S,Seattle,WA 98144
355000.0,4.0,2.25,1810,2.0,0,1810,0,1035 Duvall Pl NE,Renton,WA 98059
282000.0,3.0,2.5,1680,1.0,0,1240,440,20020 127th Pl SE,Kent,WA 98031
244000.0,3.0,1.0,910,1.0,0,910,0,1256 SW 146th St,Burien,WA 98166
967500.0,3.0,3.75,3250,2.0,2,2370,880,3041 37th Ave W,Seattle,WA 98199
375000.0,3.0,1.5,2000,1.0,0,1520,480,5230 S Rose St,Seattle,WA 98118
527500.0,3.0,1.75,2310,1.0,0,1760,550,1950 NW Goode Pl,Issaquah,WA 98027
994000.0,3.0,2.25,2510,1.5,2,1810,700,3227 Whalley Pl W,Seattle,WA 98199
313000.0,3.0,1.75,1320,1.0,0,1320,0,15345 Stone Ave N,Shoreline,WA 98133
587000.0,3.0,2.25,2370,2.0,0,2370,0,3118 264th Ave NE,Redmond,WA 98053
304000.0,3.0,1.0,900,1.0,0,900,0,7725 NE 143rd St,Kirkland,WA 98034
675000.0,3.0,2.5,2540,2.0,1,2540,0,12037 6th Ave NW,Seattle,WA 98177
305000.0,4.0,1.0,2100,1.0,0,1050,1050,16423 126th Pl SE,Renton,WA 98058
280000.0,3.0,1.0,1200,1.0,0,920,280,10424 2nd Ave S,Seattle,WA 98168
960000.0,5.0,4.0,3720,2.0,0,3720,0,1414 235th Pl SE,Sammamish,WA 98075
500000.0,3.0,2.25,1760,2.0,0,1760,0,3728 246th Ave SE,Issaquah,WA 98029
274950.0,3.0,1.75,1670,1.0,0,1320,350,16828 SE 251 St,Covington,WA 98042
455600.0,3.0,2.5,2420,2.0,0,2420,0,7000 Autumn Ave SE,Snoqualmie,WA 98065
970000.0,5.0,3.0,3480,2.0,0,3480,0,3601-3733 Greenbrier Ln,Mercer Island,WA 98040
312900.0,4.0,2.5,1630,2.0,0,1630,0,24506 SE 276th Ct,Maple Valley,WA 98038
535000.0,4.0,2.5,2340,2.0,0,2340,0,10207 37th Ave SW,Seattle,WA 98146
427000.0,2.0,1.0,920,1.0,0,920,0,807 N 42nd St,Seattle,WA 98103
405000.0,2.0,1.0,910,1.0,0,910,0,8221 21st Ave NE,Seattle,WA 98115
480000.0,3.0,1.0,1150,1.0,2,1150,0,4103 37th Ave SW,Seattle,WA 98126
725000.0,3.0,1.5,2500,1.5,2,1450,1050,4111 1st Ave NW,Seattle,WA 98107
293000.0,4.0,2.5,3250,1.0,2,3250,0,17101-17103 SE 383rd St,Auburn,WA 98092
268000.0,4.0,2.0,1930,1.0,0,1030,900,13436 Occidental Ave S,Burien,WA 98168
475000.0,4.0,3.5,3400,2.0,0,2500,900,19132 Beall Rd SW,Vashon,WA 98070
488000.0,3.0,2.5,1590,3.0,0,1590,0,6601-6699 28th Ave NW,Seattle,WA 98117
760000.0,4.0,2.5,3330,2.0,0,3330,0,14009 NE 85th Ct,Redmond,WA 98052
754950.0,3.0,2.5,2610,2.0,0,2610,0,12108 NE 106th Pl,Kirkland,WA 98033
263900.0,3.0,2.5,1658,2.0,0,1658,0,2150 S 262nd Ct,Des Moines,WA 98198
460000.0,3.0,3.5,1600,2.0,0,1240,360,7906 6th Ave NW,Seattle,WA 98117
399950.0,3.0,3.0,1296,3.0,0,1296,0,12303 Sand Point Way NE,Seattle,WA 98125
370000.0,2.0,2.25,1280,2.0,0,1080,200,3825 S Angeline St,Seattle,WA 98118
450800.0,4.0,3.25,2510,2.0,0,2510,0,3617 NE 12th St,Renton,WA 98056
627000.0,3.0,3.5,2710,2.0,0,1650,1060,Shangri-La Way NW,Issaquah,WA 98027
495000.0,3.0,2.5,1750,3.0,0,1750,0,3933 S Brandon St,Seattle,WA 98118
310000.0,3.0,1.0,1430,1.5,0,1430,0,8308 NE 176th Pl,Kenmore,WA 98028
550000.0,4.0,1.0,1660,1.0,0,930,730,6056 156th Ave NE,Redmond,WA 98052
215000.0,2.0,1.0,1320,1.0,0,1320,0,2496-2598 S 121st St,Burien,WA 98168
799000.0,4.0,3.0,2580,2.0,0,2580,0,24927 NE 108th St,Redmond,WA 98053
630000.0,4.0,2.5,2740,2.0,0,2740,0,18808 215th Way NE,Woodinville,WA 98077
267000.0,3.0,2.5,2495,2.0,0,2495,0,35039 41st Pl S,Federal Way,WA 98001
900000.0,6.0,2.75,2300,1.5,0,2300,0,2940 72nd Ave SE,Mercer Island,WA 98040
365000.0,3.0,1.5,1300,1.0,0,1300,0,7343 NE 150th St,Kenmore,WA 98028
544500.0,4.0,2.5,2230,1.0,0,1450,780,3022 254th Ave SE,Issaquah,WA 98075
599000.0,4.0,2.75,2020,1.0,0,1010,1010,3212 E Terrace St,Seattle,WA 98122
815000.0,4.0,2.25,2000,2.0,0,2000,0,7708 16th Ave NE,Seattle,WA 98115
254000.0,2.0,1.0,1060,1.0,0,1060,0,16708 N Park Ave N,Shoreline,WA 98133
740000.0,2.0,1.75,2080,1.0,0,1080,1000,333 NW 84th St,Seattle,WA 98117
225000.0,3.0,2.0,2030,1.0,0,1220,810,36721 34th Ave S,Auburn,WA 98001
925000.0,3.0,2.5,2690,2.0,0,1840,850,6825 48th Ave NE,Seattle,WA 98115
1285000.0,4.0,2.5,3240,1.0,0,2260,980,5726 61st Ave NE,Seattle,WA 98105
537000.0,3.0,2.5,1550,2.0,0,1550,0,11004 NE 108th St,Kirkland,WA 98033
335000.0,4.0,2.0,1480,1.0,0,740,740,5840 16th Ave S,Seattle,WA 98108
840000.0,4.0,2.75,3040,2.0,0,2100,940,318 E Mercer St,Seattle,WA 98102
224000.0,3.0,1.5,1560,1.0,0,1040,520,4205 S 288th Pl,Auburn,WA 98001
395000.0,3.0,2.5,2250,2.0,0,2250,0,6730 SE 5th St,Renton,WA 98059
450000.0,3.0,1.0,1100,1.0,0,1100,0,3920 42nd Ave SW,Seattle,WA 98116
681000.0,3.0,1.0,1700,1.5,0,1700,0,4001 42nd Ave S,Seattle,WA 98118
898000.0,5.0,1.5,2680,1.0,0,1450,1230,2615 109th Pl NE,Bellevue,WA 98004
370000.0,3.0,1.0,800,1.0,0,800,0,125 N Bowdoin Pl,Seattle,WA 98103
429000.0,2.0,1.75,1350,1.0,0,1350,0,23039 NE 130th St,Redmond,WA 98053
150000.0,3.0,1.0,820,1.5,0,820,0,8408 20th Ave SW,Seattle,WA 98106
555000.0,3.0,2.5,3160,2.0,0,2650,510,11131 NE 162nd St,Bothell,WA 98011
326000.0,3.0,2.75,1720,1.0,0,1720,0,18401 124th Ave SE,Renton,WA 98058
225000.0,3.0,2.5,1680,2.0,0,1680,0,30410 128th Pl SE,Auburn,WA 98092
245100.0,3.0,1.75,1300,1.0,0,1300,0,11022 SE 319th Ct,Auburn,WA 98092
665000.0,3.0,2.5,2190,2.0,0,2190,0,1345 232nd Pl NE,Sammamish,WA 98074
535000.0,3.0,2.5,1720,2.0,0,1720,0,4228 249th Ct SE,Issaquah,WA 98029
305000.0,3.0,1.0,1160,1.0,0,1160,0,15803 197th Pl NE,Woodinville,WA 98077
215000.0,3.0,1.75,1210,1.0,0,1210,0,127 Chicago Blvd S,Pacific,WA 98047
432500.0,3.0,1.75,1980,1.0,0,1270,710,8516 Linden Ave N,Seattle,WA 98103
655000.0,4.0,2.5,2990,2.0,0,2990,0,225 246th Ct NE,Sammamish,WA 98074
266200.0,3.0,1.5,1430,1.0,0,1430,0,14217 SE 144th St,Renton,WA 98059
244615.0,3.0,2.5,2060,2.0,0,2060,0,921 4th Ave N,Kent,WA 98032
460000.0,4.0,3.0,2230,2.0,0,2230,0,27209 110th Ave SE,Kent,WA 98030
